Number,Id,Types,Name,Type1,Type2,PV,Vitesse,Attaque,Defense,Att_Spe,Def_Spe,Capture,Competence1,CType1,Category1,Power1,Accuracy1,Competence2,CType2,Category2,Power2,Accuracy2,Competence3,CType3,Category3,Power3,Accuracy3,Competence4,CType4,Category4,Power4,Accuracy4,Image,Acier,Combat,Dragon,Eau,Electrik,Fee,Feu,Glace,Insecte,Normal,Plante,Poison,Psy,Roche,Sol,Spectre,Tenebres,Vol
#539,539,Combat Combat,Karaclée,Combat,Combat,37,21,12,7,3,7,0,Eclate-Roc,Combat,Physique,4,6,Groz'Yeux,Normal,Statut,0,6,Empty,Combat,,,,Empty,Combat,,,,Karaclée-NB.png,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.5,2.0
#546,546,Fee Plante,Doudouvet,Fee,Plante,20,16,2,6,3,5,3,Vol-Vie,Plante,Special,2,6,Vent Feerique,Fee,Special,4,6,Empty,Fee,,,,Empty,Plante,,,,Doudouvet-NB.png,2.0,0.5,0.0,0.5,0.5,1.0,2.0,2.0,1.0,1.0,0.5,4.0,1.0,1.0,0.5,1.0,0.5,2.0
#547,547,Fee Plante,Farfaduvet,Fee,Plante,30,29,6,8,7,7,1,Croissance,Normal,Statut,0,0,Vampigraine,Plante,Statut,0,0,Empty,Fee,,,,Empty,Plante,,,,Farfaduvet-NB.png,2.0,0.5,0.0,0.5,0.5,1.0,2.0,2.0,1.0,1.0,0.5,4.0,1.0,1.0,0.5,1.0,0.5,2.0
#550,550,Eau Eau,Bargantua,Eau,Eau,35,24,9,6,8,5,0,Mimi-Queue,Normal,Statut,0,6,Charge,Normal,Physique,4,6,Empty,Eau,,,,Empty,Eau,,,,Bargantua_(Bleu)-NB.png,0.5,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
#554,554,Feu Feu,Darumarond,Feu,Feu,35,12,9,4,1,4,2,Charge,Normal,Physique,4,6,Roulade,Roche,Physique,3,0,Empty,Feu,,,,Empty,Feu,,,,Darumarond-NB.png,0.5,1.0,1.0,2.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0
#554,554,Glace Glace,Darumarond_de_Galar,Glace,Glace,35,12,9,4,1,4,2,Poudreuse,Glace,Special,4,6,Charge,Normal,Physique,4,6,Empty,Glace,,,,Empty,Glace,,,,Darumarond_de_Galar-EB.png,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
#555,555,Feu Feu,Darumacho,Feu,Feu,52,23,14,5,3,5,1,Marto-Poing,Combat,Physique,10,0,Charge,Normal,Physique,4,6,Empty,Feu,,,,Empty,Feu,,,,Darumacho-NB.png,0.5,1.0,1.0,2.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0
#555,555,Feu Psy,Darumacho_Transe,Feu,Psy,52,23,14,5,3,5,1,Marto-Poing,Combat,Physique,10,0,Charge,Normal,Physique,4,6,Empty,Feu,,,,Empty,Psy,,,,Darumacho_Transe.png,0.5,0.5,1.0,2.0,1.0,0.5,0.5,0.5,1.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,1.0
#555,555,Glace Glace,Darumacho_de_Galar,Glace,Glace,52,23,14,5,3,5,1,Chute Glace,Glace,Physique,8,0,Poudreuse,Glace,Special,4,6,Empty,Glace,,,,Empty,Glace,,,,Darumacho_de_Galar-EB.png,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
#555,555,Feu Glace,Darumacho_de_Galar_Transe,Feu,Glace,52,23,14,5,3,5,1,Chute Glace,Glace,Physique,8,0,Poudreuse,Glace,Special,4,6,Empty,Feu,,,,Empty,Glace,,,,Darumacho_de_Galar_Transe.png,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.25,0.5,1.0,0.5,1.0,1.0,4.0,2.0,1.0,1.0,1.0
#556,556,Plante Plante,Maracachi,Plante,Plante,37,15,8,6,10,6,5,Pico-Defense,Plante,Statut,0,0,Cotogarde,Plante,Statut,0,0,Empty,Plante,,,,Empty,Plante,,,,Maracachi-NB.png,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,2.0
#557,557,Insecte Roche,Crabicoque,Insecte,Roche,25,13,6,8,3,3,3,Taillade,Insecte,Physique,4,0,Boule Roc,Roche,Physique,2,0,Empty,Insecte,,,,Empty,Roche,,,,Crabicoque-NB.png,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0
#558,558,Insecte Roche,Crabaraque,Insecte,Roche,35,11,9,12,6,7,1,Exuviation,Normal,Statut,0,0,Boule Roc,Roche,Physique,2,0,Empty,Insecte,,,,Empty,Roche,,,,Crabaraque-NB.png,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0
#559,559,Combat Tenebres,Baggiguane,Combat,Tenebres,25,12,7,7,3,7,3,Groz'Yeux,Normal,Statut,0,6,Coup d'Boule,Normal,Physique,7,6,Empty,Combat,,,,Empty,Tenebres,,,,Baggiguane-NB.png,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,0.5,0.25,2.0
#560,560,Combat Tenebres,Baggaïd,Combat,Tenebres,32,14,9,11,4,11,1,Groz'Yeux,Normal,Statut,0,6,Coup d'Boule,Normal,Physique,7,6,Empty,Combat,,,,Empty,Tenebres,,,,Baggaïd-NB.png,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,0.5,0.25,2.0
#561,561,Psy Vol,Cryptéro,Psy,Vol,36,24,5,8,10,8,0,Tornade,Vol,Special,4,6,Œil Miracle,Psy,Statut,0,0,Empty,Psy,,,,Empty,Vol,,,,Cryptéro-NB.png,1.0,0.25,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,2.0,0.0,2.0,2.0,1.0
#562,562,Spectre Spectre,Tutafeh,Spectre,Spectre,19,7,3,8,5,6,3,Etonnement,Spectre,Physique,3,6,Abri,Normal,Statut,0,0,Empty,Spectre,,,,Empty,Spectre,,,,Tutafeh-NB.png,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
#563,563,Spectre Spectre,Tutankafer,Spectre,Spectre,29,7,5,14,9,10,1,Grimace,Normal,Statut,0,6,Etonnement,Spectre,Physique,3,6,Empty,Spectre,,,,Empty,Spectre,,,,Tutankafer-NB.png,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
#568,568,Poison Poison,Miamiasme,Poison,Poison,25,16,5,6,4,6,3,Ecras'Face,Normal,Physique,4,6,Gaz Toxik,Poison,Statut,0,0,Empty,Poison,,,,Empty,Poison,,,,Miamiasme-NB.png,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0
#569,569,Poison Poison,Miasmax,Poison,Poison,40,18,9,8,6,8,1,Ecras'Face,Normal,Physique,4,6,Gaz Toxik,Poison,Statut,0,0,Empty,Poison,,,,Empty,Poison,,,,Miasmax-NB.png,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0
#572,572,Normal Normal,Chinchidou,Normal,Normal,27,18,5,4,4,4,5,Ecras'Face,Normal,Physique,4,6,Regard Touchant,Fee,Statut,0,6,Empty,Normal,,,,Empty,Normal,,,,Chinchidou-NB.png,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
#573,573,Normal Normal,Pashmilla,Normal,Normal,37,28,9,6,6,6,5,Balle Graine,Plante,Physique,2,6,Boule Roc,Roche,Physique,2,0,Empty,Normal,,,,Empty,Normal,,,,Pashmilla-NB.png,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
#574,574,Psy Psy,Scrutella,Psy,Psy,22,11,3,5,6,5,4,Ecras'Face,Normal,Physique,4,6,Choc Mental,Psy,Special,5,6,Empty,Psy,,,,Empty,Psy,,,,Scrutella-NB.png,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0
#575,575,Psy Psy,Mesmérella,Psy,Psy,30,13,4,7,7,8,2,Ecras'Face,Normal,Physique,4,6,Choc Mental,Psy,Special,5,6,Empty,Psy,,,,Empty,Psy,,,,Mesmérella-NB.png,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0
#576,576,Psy Psy,Sidérella,Psy,Psy,35,16,5,9,9,11,1,Ecras'Face,Normal,Physique,4,6,Choc Mental,Psy,Special,5,6,Empty,Psy,,,,Empty,Psy,,,,Sidérella-NB.png,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0
#577,577,Psy Psy,Nucléos,Psy,Psy,22,5,3,4,10,5,4,Vague Psy,Psy,Special,0,6,Protection,Psy,Statut,0,0,Empty,Psy,,,,Empty,Psy,,,,Nucléos-NB.png,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0
#578,578,Psy Psy,Méios,Psy,Psy,32,7,4,5,12,6,2,Vague Psy,Psy,Special,0,6,Protection,Psy,Statut,0,0,Empty,Psy,,,,Empty,Psy,,,,Méios-NB.png,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0
#579,579,Psy Psy,Symbios,Psy,Psy,55,7,6,7,12,8,1,Uppercut,Normal,Physique,7,6,Vague Psy,Psy,Special,0,6,Empty,Psy,,,,Empty,Psy,,,,Symbios-NB.png,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0
#582,582,Glace Glace,Sorbébé,Glace,Glace,18,11,5,5,6,6,5,Stalagtite,Glace,Physique,2,6,Armure,Normal,Statut,0,0,Empty,Glace,,,,Empty,Glace,,,,Sorbébé-NB.png,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
#583,583,Glace Glace,Sorboul,Glace,Glace,25,14,6,6,8,7,2,Stalagtite,Glace,Physique,2,6,Armure,Normal,Statut,0,0,Empty,Glace,,,,Empty,Glace,,,,Sorboul-NB.png,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
#584,584,Glace Glace,Sorbouboul,Glace,Glace,35,19,9,8,11,9,0,Glaciation,Glace,Special,0,0,Lyophilisation,Glace,Special,7,6,Empty,Glace,,,,Empty,Glace,,,,Sorbouboul-NB.png,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
#588,588,Insecte Insecte,Carabing,Insecte,Insecte,25,15,7,4,4,4,4,Picpic,Vol,Physique,3,6,Groz'Yeux,Normal,Statut,0,6,Empty,Insecte,,,,Empty,Insecte,,,,Carabing-NB.png,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,0.5,1.0,1.0,2.0
#589,589,Acier Insecte,Lançargot,Acier,Insecte,35,5,13,10,6,10,1,Damocles,Normal,Physique,12,6,Dard Mortel,Insecte,Physique,5,6,Empty,Acier,,,,Empty,Insecte,,,,Lançargot-NB.png,0.5,1.0,0.5,1.0,1.0,0.5,4.0,0.5,0.5,0.5,0.25,0.0,0.5,1.0,1.0,1.0,1.0,1.0
#592,592,Eau Spectre,Viskuse,Eau,Spectre,27,10,4,5,6,8,3,Ecume,Eau,Special,4,6,Tourniquet,Eau,Statut,0,0,Empty,Eau,,,,Empty,Spectre,,,,Viskuse_(Femelle)-NB.png,0.5,0.0,1.0,0.5,2.0,1.0,0.5,0.5,0.5,0.0,2.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
#593,593,Eau Spectre,Moyade,Eau,Spectre,50,15,6,7,8,10,1,Gicledo,Eau,Special,0,6,Essorage,Normal,Special,0,6,Empty,Eau,,,,Empty,Spectre,,,,Moyade_(Femelle)-NB.png,0.5,0.0,1.0,0.5,2.0,1.0,0.5,0.5,0.5,0.0,2.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
#595,595,Electrik Insecte,Statitik,Electrik,Insecte,25,16,4,5,5,5,3,Secretion,Insecte,Statut,0,0,Vol-Vie,Plante,Special,2,6,Empty,Electrik,,,,Empty,Insecte,,,,Statitik-NB.png,0.5,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0
#596,596,Electrik Insecte,Mygavolt,Electrik,Insecte,35,27,7,6,9,6,1,Toile Gluante,Insecte,Statut,0,0,Secretion,Insecte,Statut,0,0,Empty,Electrik,,,,Empty,Insecte,,,,Mygavolt-NB.png,0.5,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0
#597,597,Acier Plante,Grindur,Acier,Plante,22,2,5,9,2,8,5,Charge,Normal,Physique,4,6,Armure,Normal,Statut,0,0,Empty,Acier,,,,Empty,Plante,,,,Grindur-NB.png,0.5,2.0,0.5,0.5,0.5,0.5,4.0,1.0,1.0,0.5,0.25,0.0,0.5,0.5,1.0,1.0,1.0,1.0
#598,598,Acier Plante,Noacier,Acier,Plante,37,5,9,13,5,11,1,Megafouet,Plante,Physique,12,0,Escalade,Normal,Physique,9,0,Empty,Acier,,,,Empty,Plante,,,,Noacier-NB.png,0.5,2.0,0.5,0.5,0.5,0.5,4.0,1.0,1.0,0.5,0.25,0.0,0.5,0.5,1.0,1.0,1.0,1.0
#599,599,Acier Acier,Tic,Acier,Acier,20,7,5,7,4,6,2,Force Poigne,Normal,Physique,5,6,Chargeur,Electrik,Statut,0,0,Empty,Acier,,,,Empty,Acier,,,,Tic-NB.png,0.5,2.0,0.5,1.0,1.0,0.5,2.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,2.0,1.0,1.0,0.5
#600,600,Acier Acier,Clic,Acier,Acier,30,12,8,9,7,8,1,Force Poigne,Normal,Physique,5,6,Chargeur,Electrik,Statut,0,0,Empty,Acier,,,,Empty,Acier,,,,Clic-NB.png,0.5,2.0,0.5,1.0,1.0,0.5,2.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,2.0,1.0,1.0,0.5
#601,601,Acier Acier,Cliticlic,Acier,Acier,30,22,10,11,7,8,0,Magne-Controle,Electrik,Statut,0,0,Engrenage,Acier,Statut,0,0,Empty,Acier,,,,Empty,Acier,,,,Cliticlic-NB.png,0.5,2.0,0.5,1.0,1.0,0.5,2.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,2.0,1.0,1.0,0.5
#605,605,Psy Psy,Lewsor,Psy,Psy,27,7,5,5,8,5,5,Choc Mental,Psy,Special,5,6,Rugissement,Normal,Statut,0,6,Empty,Psy,,,,Empty,Psy,,,,Lewsor-NB.png,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0
#606,606,Psy Psy,Neitram,Psy,Psy,37,10,7,7,12,9,1,Champ Psychique,Psy,Statut,0,0,Zone Etrange,Psy,Statut,0,0,Empty,Psy,,,,Empty,Psy,,,,Neitram-NB.png,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0
#607,607,Feu Spectre,Funécire,Feu,Spectre,25,5,3,5,6,5,3,Flammeche,Feu,Special,4,6,Etonnement,Spectre,Physique,3,6,Empty,Feu,,,,Empty,Spectre,,,,Funécire-NB.png,0.5,0.0,1.0,2.0,1.0,0.5,0.5,0.5,0.25,0.0,0.5,0.5,1.0,2.0,2.0,2.0,2.0,1.0
#608,608,Feu Spectre,Mélancolux,Feu,Spectre,30,13,4,6,9,6,3,Flammeche,Feu,Special,4,6,Etonnement,Spectre,Physique,3,6,Empty,Feu,,,,Empty,Spectre,,,,Mélancolux-NB.png,0.5,0.0,1.0,2.0,1.0,0.5,0.5,0.5,0.25,0.0,0.5,0.5,1.0,2.0,2.0,2.0,2.0,1.0
#609,609,Feu Spectre,Lugulabre,Feu,Spectre,30,20,5,9,14,9,0,Balance,Normal,Statut,0,0,Puredpois,Poison,Special,3,0,Empty,Feu,,,,Empty,Spectre,,,,Lugulabre-NB.png,0.5,0.0,1.0,2.0,1.0,0.5,0.5,0.5,0.25,0.0,0.5,0.5,1.0,2.0,2.0,2.0,2.0,1.0
#610,610,Dragon Dragon,Coupenotte,Dragon,Dragon,23,14,8,6,3,4,1,Griffe,Normal,Physique,4,6,Groz'Yeux,Normal,Statut,0,6,Empty,Dragon,,,,Empty,Dragon,,,,Coupenotte-NB.png,1.0,1.0,2.0,0.5,0.5,2.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
#611,611,Dragon Dragon,Incisache,Dragon,Dragon,33,16,11,7,4,5,1,Griffe,Normal,Physique,4,6,Groz'Yeux,Normal,Statut,0,6,Empty,Dragon,,,,Empty,Dragon,,,,Incisache-NB.png,1.0,1.0,2.0,0.5,0.5,2.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
#612,612,Dragon Dragon,Tranchodon,Dragon,Dragon,38,24,14,9,6,7,0,Colere,Dragon,Physique,12,6,Griffe,Normal,Physique,4,6,Empty,Dragon,,,,Empty,Dragon,,,,Tranchodon-NB.png,1.0,1.0,2.0,0.5,0.5,2.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
#613,613,Glace Glace,Polarhume,Glace,Glace,27,10,7,4,6,4,2,Rugissement,Normal,Statut,0,6,Poudreuse,Glace,Special,4,6,Empty,Glace,,,,Empty,Glace,,,,Polarhume-NB.png,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
#614,614,Glace Glace,Polagriffe,Glace,Glace,47,12,11,8,7,8,1,Chute Glace,Glace,Physique,8,0,Glaciation,Glace,Special,0,0,Empty,Glace,,,,Empty,Glace,,,,Polagriffe-NB.png,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
#616,616,Insecte Insecte,Escargaume,Insecte,Insecte,25,6,4,8,4,6,4,Vol-Vie,Plante,Special,2,6,Acide,Poison,Special,4,6,Empty,Insecte,,,,Empty,Insecte,,,,Escargaume-NB.png,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,0.5,1.0,1.0,2.0
#617,617,Insecte Insecte,Limaspeed,Insecte,Insecte,40,36,7,4,10,6,1,Sheauriken,Eau,Special,1,6,Tout ou Rien,Combat,Special,0,6,Empty,Insecte,,,,Empty,Insecte,,,,Limaspeed-NB.png,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,0.5,1.0,1.0,2.0
#618,618,Electrik Sol,Limonde,Electrik,Sol,54,8,6,8,8,9,1,Abime,Sol,Physique,0,0,Fleau,Normal,Physique,0,6,Empty,Electrik,,,,Empty,Sol,,,,Limonde-NB.png,0.5,1.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5
#618,618,Acier Sol,Limonde_de_Galar,Acier,Sol,54,8,8,9,6,8,0,Coud'Boue,Sol,Special,2,6,Charge,Normal,Physique,4,6,Empty,Acier,,,,Empty,Sol,,,,Limonde_de_Galar-EB.png,0.5,2.0,0.5,2.0,0.0,0.5,2.0,1.0,0.5,0.5,1.0,0.0,0.5,0.25,2.0,1.0,1.0,0.5
#622,622,Sol Spectre,Gringolem,Sol,Spectre,29,8,7,5,3,5,3,Ecras'Face,Normal,Physique,4,6,Etonnement,Spectre,Physique,3,6,Empty,Sol,,,,Empty,Spectre,,,,Gringolem-NB.png,1.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,0.5,0.0,2.0,0.25,1.0,0.5,1.0,2.0,2.0,1.0
#623,623,Sol Spectre,Golemastoc,Sol,Spectre,44,13,12,8,5,8,1,Tacle Lourd,Acier,Physique,0,6,Cavalerie Lourde,Sol,Physique,9,0,Empty,Sol,,,,Empty,Spectre,,,,Golemastoc-NB.png,1.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,0.5,0.0,2.0,0.25,1.0,0.5,1.0,2.0,2.0,1.0
#624,624,Acier Tenebres,Scalpion,Acier,Tenebres,22,15,8,7,4,4,2,Griffe,Normal,Physique,4,6,Groz'Yeux,Normal,Statut,0,6,Empty,Acier,,,,Empty,Tenebres,,,,Scalpion-NB.png,0.5,4.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,0.0,0.0,0.5,2.0,0.5,0.5,0.5
#625,625,Acier Tenebres,Scalproie,Acier,Tenebres,32,17,12,10,6,7,0,Guillotine,Normal,Physique,0,0,Tete de Fer,Acier,Physique,8,6,Empty,Acier,,,,Empty,Tenebres,,,,Scalproie-NB.png,0.5,4.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,0.0,0.0,0.5,2.0,0.5,0.5,0.5
#627,627,Normal Vol,Furaiglon,Normal,Vol,35,15,8,5,3,5,3,Picpic,Vol,Physique,3,6,Groz'Yeux,Normal,Statut,0,6,Empty,Normal,,,,Empty,Vol,,,,Furaiglon-NB.png,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,2.0,0.0,0.0,1.0,1.0
#628,628,Normal Vol,Gueriaigle,Normal,Vol,50,20,12,7,5,7,1,Surpuissance,Combat,Physique,12,6,Mania,Normal,Physique,12,6,Empty,Normal,,,,Empty,Vol,,,,Gueriaigle-NB.png,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,2.0,0.0,0.0,1.0,1.0
#629,629,Tenebres Vol,Vostourno,Tenebres,Vol,35,15,5,7,4,6,3,Tornade,Vol,Special,4,6,Groz'Yeux,Normal,Statut,0,6,Empty,Tenebres,,,,Empty,Vol,,,,Vostourno-NB.png,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,0.0,2.0,0.0,0.5,0.5,1.0
#630,630,Tenebres Vol,Vaututrice,Tenebres,Vol,55,20,6,10,5,9,1,Charge-Os,Sol,Physique,2,0,Mimique,Vol,Statut,0,0,Empty,Tenebres,,,,Empty,Vol,,,,Vaututrice-NB.png,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,0.0,2.0,0.0,0.5,0.5,1.0
#631,631,Feu Feu,Aflamanoir,Feu,Feu,42,16,9,6,10,6,1,Aiguisage,Tenebres,Statut,0,0,Charge,Normal,Physique,4,6,Empty,Feu,,,,Empty,Feu,,,,Aflamanoir-NB.png,0.5,1.0,1.0,2.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0
#632,632,Acier Insecte,Fermite,Acier,Insecte,29,27,10,11,4,4,1,Strido-Son,Acier,Statut,0,0,Guillotine,Normal,Physique,0,0,Empty,Acier,,,,Empty,Insecte,,,,Fermite-NB.png,0.5,1.0,0.5,1.0,1.0,0.5,4.0,0.5,0.5,0.5,0.25,0.0,0.5,1.0,1.0,1.0,1.0,1.0
#633,633,Dragon Tenebres,Solochi,Dragon,Tenebres,26,9,6,5,4,5,0,Charge,Normal,Physique,4,6,Draco-Rage,Dragon,Special,0,6,Empty,Dragon,,,,Empty,Tenebres,,,,Solochi-NB.png,1.0,2.0,2.0,0.5,0.5,4.0,0.5,2.0,2.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0
#634,634,Dragon Tenebres,Diamat,Dragon,Tenebres,36,14,8,7,6,7,3,Coup Double,Normal,Physique,3,0,Draco-Rage,Dragon,Special,0,6,Empty,Dragon,,,,Empty,Tenebres,,,,Diamat-NB.png,1.0,2.0,2.0,0.5,0.5,4.0,0.5,2.0,2.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0
#635,635,Dragon Tenebres,Trioxhydre,Dragon,Tenebres,46,24,10,9,12,9,0,Colere,Dragon,Physique,12,6,Megaphone,Normal,Special,9,6,Empty,Dragon,,,,Empty,Tenebres,,,,Trioxhydre-NB.png,1.0,2.0,2.0,0.5,0.5,4.0,0.5,2.0,2.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0
#659,659,Normal Normal,Sapereau,Normal,Normal,19,14,3,3,3,3,5,Charge,Normal,Physique,4,6,Hate,Psy,Statut,0,0,Empty,Normal,,,,Empty,Normal,,,,Sapereau-XY.png,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
#660,660,Normal Sol,Excavarenne,Normal,Sol,42,19,5,7,5,7,5,Fertilisation,Sol,Statut,0,0,Pietisol,Sol,Physique,6,6,Empty,Normal,,,,Empty,Sol,,,,Excavarenne-XY.png,1.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,0.0,1.0,1.0
#674,674,Combat Combat,Pandespiègle,Combat,Combat,33,10,8,6,4,4,4,Charge,Normal,Physique,4,6,Groz'Yeux,Normal,Statut,0,6,Empty,Combat,,,,Empty,Combat,,,,Pandespiègle-XY.png,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.5,2.0
#675,675,Combat Tenebres,Pandarbare,Combat,Tenebres,47,14,12,7,6,7,1,Pisto-Poing,Acier,Physique,4,6,Marto-Poing,Combat,Physique,10,0,Empty,Combat,,,,Empty,Tenebres,,,,Pandarbare-XY.png,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,0.5,0.25,2.0
#677,677,Psy Psy,Psystigri,Psy,Psy,31,17,4,5,6,6,4,Griffe,Normal,Physique,4,6,Groz'Yeux,Normal,Statut,0,6,Empty,Psy,,,,Empty,Psy,,,,Psystigri-XY.png,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0
